,Lead Number,Lead Score
6835,597276,4
1426,645169,4
3178,629561,4
7030,595728,4
3341,628111,4
4524,616275,4
2193,638583,4
5869,604906,4
7572,591597,4
5003,611906,4
1972,640527,4
7054,595571,4
8345,586167,4
6052,603386,4
4565,615958,4
2901,631817,4
3512,626887,4
3148,629765,4
2442,636225,4
6848,597189,4
1312,646078,4
972,649867,4
5678,606475,4
6135,602690,4
5100,610944,4
9141,580349,4
6107,602919,4
303,657220,4
2824,632660,4
7875,589404,4
4209,619500,4
8026,588240,4
5655,606594,4
5086,611076,4
5702,606276,4
6583,599310,4
6485,600140,4
527,654947,4
5875,604875,4
7598,591443,4
199,658405,4
6292,601602,4
1898,641196,4
1958,640643,4
3273,628626,4
3956,622172,4
8680,583571,4
6940,596424,4
6531,599669,4
1072,648634,4
8882,582194,4
4911,612846,4
8215,587205,4
7477,592307,4
1653,643208,4
1474,644703,4
7491,592174,4
2739,633372,4
4502,616534,4
3125,629925,4
4759,614204,4
5098,610957,4
4515,616420,4
7022,595774,4
1460,644880,4
3832,623373,4
8302,586455,4
5166,610339,4
5684,606409,4
8660,583666,4
8740,583118,4
4701,614697,4
1230,646839,4
6515,599922,4
5717,606126,4
2823,632664,4
2964,631395,4
7729,590582,4
7133,594761,4
6246,601856,4
7873,589422,4
7969,588740,4
1707,642806,4
6803,597621,4
4336,618235,4
5864,604939,4
5317,609041,4
4736,614470,4
5466,608077,4
8463,585291,4
7145,594679,4
5384,608541,4
3139,629824,4
7279,593651,4
8041,588159,4
5703,606271,4
4236,619261,4
920,650534,4
105,659447,4
4129,620391,4
7623,591325,4
2488,635816,4
3547,626487,4
8298,586521,4
2741,633358,4
573,654319,4
6133,602720,4
7436,592511,4
6221,602029,4
7781,590156,4
6072,603266,4
1759,642242,4
5265,609409,4
9029,581159,4
403,656231,4
6366,601072,4
6463,600372,4
1624,643342,4
1091,648360,4
6260,601801,4
5796,605302,4
8998,581372,4
4414,617401,4
1483,644640,4
1262,646534,4
3531,626693,4
6613,599052,4
7797,590061,4
5431,608257,4
5550,607355,4
1872,641405,4
3987,621766,4
5523,607539,4
3493,626987,4
1690,642951,4
8917,581969,4
8439,585406,4
7617,591366,4
16,660540,4
3046,630722,4
5163,610364,4
7545,591739,4
5169,610300,4
3552,626466,4
7599,591442,4
1943,640818,4
6333,601325,4
8789,582775,4
8287,586622,4
1689,642954,4
1244,646701,4
9133,580399,4
3899,622634,4
8653,583709,4
5939,604281,4
5731,605857,4
2352,637074,4
3892,622684,4
7676,590929,4
4694,614777,4
5152,610441,4
3143,629789,4
1028,649221,4
6056,603361,4
3620,625785,4
1910,641113,4
7597,591446,4
1225,646857,4
1175,647649,4
2951,631465,4
6489,600105,4
2236,637996,4
5056,611284,4
2966,631392,4
265,657643,4
996,649474,4
1727,642544,4
8685,583529,4
7731,590578,4
6661,598757,4
5677,606479,4
4673,614912,4
8585,584265,4
476,655334,4
5891,604721,4
3866,623056,4
3805,623572,4
5273,609354,4
2274,637736,4
3467,627153,4
4356,617958,4
5264,609419,4
5934,604323,4
3108,630052,4
8870,582269,4
2448,636186,4
929,650459,4
6455,600434,4
932,650408,4
7437,592510,4
2233,638023,4
7575,591570,4
3884,622747,4
3117,629971,4
5927,604391,4
8352,586124,4
2908,631753,4
4916,612802,4
6474,600252,4
8853,582355,4
4513,616442,4
5977,603996,4
8301,586483,4
3791,623768,4
391,656359,4
1541,644064,4
4835,613635,4
2129,639293,4
7077,595263,4
7416,592650,4
4315,618419,4
5527,607501,4
4859,613440,4
4959,612458,4
4205,619523,4
8948,581751,4
5572,607213,4
5341,608869,4
5959,604140,4
1019,649320,4
6961,596243,4
5834,605141,4
4024,621368,4
5963,604104,4
2700,633810,4
8407,585704,4
8936,581847,4
5053,611308,4
8007,588474,4
6804,597599,4
6641,598852,4
1815,641870,4
6374,601034,4
3676,624947,4
3931,622385,4
1058,648886,4
9134,580396,4
36,660312,4
1087,648423,4
5025,611592,4
3364,627916,4
4118,620476,4
6194,602305,4
2531,635377,4
5970,604069,4
4637,615279,4
5246,609540,4
3561,626353,4
6441,600596,4
8427,585497,4
3595,626045,4
2072,639594,4
3260,628754,4
8701,583441,4
8390,585792,4
8324,586326,4
1330,645843,4
190,658527,4
3699,624649,4
545,654613,4
7463,592372,4
2554,634981,4
7792,590089,4
665,653652,4
1236,646762,4
5763,605566,4
8421,585573,4
2586,634708,4
241,657920,4
7715,590673,4
3720,624446,4
9040,581103,4
3133,629882,4
6317,601408,4
6174,602419,4
3726,624426,4
2646,634084,4
278,657452,4
724,652958,4
484,655256,4
7757,590337,4
8860,582325,4
3335,628150,4
1226,646849,4
2369,636928,4
5908,604582,4
4998,611944,4
1346,645725,4
7629,591282,4
6639,598881,4
5874,604883,4
2818,632721,4
5635,606748,4
7031,595724,4
8453,585361,4
285,657386,4
8559,584395,4
7974,588705,4
6527,599687,4
7645,591141,4
6764,597956,4
7000,595913,4
3138,629825,4
6745,598074,4
6654,598790,4
6191,602317,4
8336,586245,4
3606,625927,4
8793,582750,4
3216,629308,4
4620,615477,4
3474,627116,4
6628,598940,4
7939,588912,4
8417,585600,4
6396,600881,4
5555,607320,4
7669,590971,4
5779,605365,4
6212,602113,4
1494,644453,4
8656,583694,4
8283,586634,4
7661,591050,4
4458,616885,4
2381,636848,4
8360,586052,4
2761,633132,4
6505,599976,4
41,660222,4
992,649504,4
3916,622512,4
7277,593665,4
6849,597187,4
8866,582299,4
9079,580754,4
4082,620773,4
3106,630083,4
2257,637858,4
4471,616739,4
6190,602318,4
5004,611900,4
3264,628694,4
381,656413,4
3597,626013,4
478,655315,4
3572,626297,4
2034,640027,4
7086,595209,4
5693,606332,4
3890,622701,4
8918,581952,4
3372,627806,4
6039,603499,4
4045,621231,4
6057,603354,4
6196,602292,4
1277,646426,4
615,654093,4
1665,643127,4
5191,610099,4
3571,626298,4
97,659545,4
1100,648265,4
8694,583498,4
852,651501,4
3479,627100,4
7258,593827,4
1378,645481,4
4768,614139,4
3541,626545,4
6889,596748,4
7254,593834,4
9137,580377,4
5841,605097,4
1503,644290,4
6084,603161,4
6549,599562,4
5813,605248,4
3949,622227,4
2008,640222,4
8528,584603,4
3313,628359,4
1246,646688,4
4845,613565,4
9071,580800,4
9097,580614,4
7362,592978,4
1147,647947,4
3379,627771,4
5139,610525,4
6097,603042,4
8675,583585,4
7582,591531,4
2287,637625,4
2780,632948,4
7728,590588,4
6850,597182,4
8741,583111,4
7524,591888,4
380,656448,4
4404,617545,4
1029,649219,4
8922,581941,4
6316,601427,4
2581,634763,4
1402,645330,4
8400,585740,4
2881,632032,4
7607,591417,4
2194,638579,4
6185,602377,4
1231,646838,4
6121,602783,4
3122,629942,4
198,658407,4
7551,591695,4
1782,642089,4
5500,607699,4
8762,582963,4
1320,645960,4
8652,583723,4
8945,581763,4
3137,629853,4
8988,581419,4
3713,624527,4
8590,584219,4
8430,585475,4
8018,588319,4
349,656698,4
8328,586307,4
8066,588069,4
7451,592418,4
4463,616780,4
6948,596360,4
3959,622143,4
3880,622831,4
3891,622698,4
7730,590580,4
8428,585484,4
7576,591552,4
6210,602143,4
5740,605786,4
8898,582124,4
3859,623101,4
7955,588838,4
6614,599046,4
3506,626914,4
1206,647125,4
1555,643963,4
6207,602203,4
614,654095,4
6981,596054,4
7527,591835,4
8557,584415,4
1463,644861,4
909,650678,4
5643,606675,4
7854,589539,4
147,659069,4
7264,593801,4
8912,581986,4
3433,627389,4
5124,610672,4
7826,589758,4
6433,600645,4
7933,588990,4
4553,616046,4
2768,633105,4
2927,631627,4
4363,617897,4
9199,579892,4
3061,630623,4
5936,604317,4
5302,609145,4
8712,583400,4
3142,629803,4
4127,620414,4
3346,628066,4
5278,609314,4
3663,625124,4
7743,590460,4
5865,604935,4
3208,629363,4
6934,596454,4
6244,601866,4
6227,601975,4
5667,606524,4
1204,647132,4
2928,631621,4
8612,584027,4
7,660664,4
5569,607232,4
1827,641734,4
1891,641251,4
514,655071,4
8589,584235,4
3348,628062,4
263,657655,4
3111,630039,4
2793,632880,4
7023,595769,4
2469,635983,4
8131,587753,4
3554,626450,4
4985,612062,4
7665,591022,4
5108,610860,4
4394,617630,4
782,652305,4
7928,589001,4
1120,648037,4
300,657226,4
875,651241,4
4692,614794,4
5574,607173,4
9225,579744,4
1232,646808,4
4390,617698,4
523,655005,4
960,650087,4
518,655036,4
8892,582144,4
5838,605118,4
7983,588646,4
7341,593093,4
7443,592446,4
7775,590195,4
8386,585819,4
3159,629679,4
7339,593100,4
5946,604224,4
2099,639434,4
7425,592591,4
5375,608606,4
1608,643524,4
3158,629684,4
8165,587481,4
9112,580530,4
4536,616152,4
47,660153,4
3092,630244,4
6575,599362,4
192,658470,4
2822,632666,4
1348,645713,4
4966,612298,4
2527,635443,4
3318,628332,4
5855,605015,4
3269,628661,4
4117,620493,4
5694,606327,4
4309,618476,4
5669,606513,4
4228,619310,4
7353,593040,4
3906,622576,4
368,656526,4
3337,628130,4
6143,602676,4
6250,601844,4
3729,624397,4
8863,582309,4
6677,598615,4
7943,588884,4
1221,646876,4
3104,630118,4
7890,589313,4
6130,602740,4
7266,593790,4
2267,637819,4
5770,605458,4
436,655682,4
3768,624080,4
8651,583728,4
8313,586377,4
3382,627759,4
876,651221,4
3700,624642,4
4954,612509,4
5532,607487,4
1235,646768,4
3753,624199,4
6044,603461,4
7619,591354,4
1094,648319,4
402,656233,4
2767,633112,4
4617,615500,4
7882,589356,4
4490,616597,4
7554,591687,4
7584,591526,4
7671,590954,4
3622,625756,4
4800,613964,4
5615,606895,4
3124,629932,4
1901,641155,4
3196,629432,4
2330,637203,4
6623,598969,4
5925,604404,4
7446,592427,4
7428,592566,4
8654,583708,4
3197,629418,4
7398,592731,4
2970,631362,4
8162,587487,4
83,659700,4
1219,646917,4
7299,593432,4
5852,605048,4
5095,610985,4
1240,646738,4
3760,624136,4
6669,598712,4
7015,595810,4
2071,639600,4
8337,586241,4
5297,609170,4
8036,588182,4
3628,625683,4
4908,612877,4
8344,586173,4
6506,599970,4
5497,607738,4
6568,599422,4
5830,605163,4
4752,614226,4
8200,587293,4
7986,588631,4
1801,641958,4
2456,636112,4
4521,616347,4
688,653452,4
3603,625971,4
6832,597301,4
2758,633149,4
1944,640809,4
5,660680,4
3804,623604,4
8410,585688,4
3981,621884,4
1237,646755,4
2216,638307,4
8746,583080,4
3948,622240,4
7777,590176,4
4638,615278,4
3404,627571,4
5468,608055,4
4323,618361,4
3769,624070,4
49,660128,4
1796,642012,4
290,657327,4
1176,647630,4
1530,644125,4
5851,605055,4
3813,623498,4
6802,597623,4
3989,621743,4
2044,639937,4
5780,605363,4
7968,588746,4
3962,622101,4
3883,622773,4
8991,581414,4
7585,591522,4
9101,580586,4
2263,637839,4
5399,608439,4
3924,622433,4
4220,619413,4
338,656852,4
7366,592929,4
3408,627553,4
8517,584668,4
7810,589914,4
1366,645563,4
4115,620504,4
4917,612796,4
7255,593831,4
8031,588203,4
5059,611262,4
3134,629876,4
1420,645215,4
5917,604437,4
7958,588820,4
8178,587403,4
7745,590421,4
8315,586362,4
8896,582130,4
6140,602680,4
4226,619321,4
793,652108,4
5344,608851,4
3638,625579,4
4396,617618,4
5547,607362,4
5885,604797,4
1228,646842,4
1119,648044,4
7726,590595,4
3094,630219,4
2733,633440,4
3161,629664,4
9052,580966,3
6507,599959,3
6547,599571,3
7349,593057,3
1422,645184,3
1453,644911,3
6324,601379,3
7578,591543,3
4527,616237,3
1177,647606,3
7681,590917,3
3545,626511,3
4089,620699,3
8438,585409,3
3211,629353,3
157,658917,3
6514,599931,3
3043,630730,3
8142,587640,3
8561,584390,3
8227,587099,3
2062,639709,3
8166,587477,3
3336,628149,3
7473,592321,3
5978,603995,3
6967,596170,3
2551,634994,3
6865,596970,3
3539,626569,3
4190,619626,3
8954,581700,3
8878,582213,3
8964,581635,3
6232,601957,3
7309,593359,3
6577,599331,3
4467,616758,3
8252,586850,3
6818,597443,3
5449,608161,3
1198,647256,3
7790,590099,3
8676,583582,3
4666,614973,3
1391,645381,3
4464,616777,3
4362,617905,3
6541,599590,3
8608,584056,3
6173,602420,3
1708,642802,3
3084,630386,3
7796,590065,3
8916,581968,3
3624,625727,3
4301,618571,3
6369,601060,3
8702,583438,3
7500,592100,3
1191,647398,3
7355,593019,3
4109,620550,3
8697,583473,3
3861,623093,3
3201,629398,3
5434,608250,3
7783,590153,3
5966,604087,3
6693,598481,3
904,650788,3
3815,623494,3
5256,609464,3
5091,611052,3
9166,580165,3
6360,601107,3
7809,589932,3
5718,606102,3
8513,584697,3
8109,587907,3
8323,586331,3
3877,622840,3
4469,616749,3
5005,611884,3
5085,611078,3
1084,648466,3
3277,628580,3
3802,623627,3
6897,596671,3
5119,610744,3
5018,611715,3
4798,613966,3
5612,606905,3
9006,581304,3
9009,581292,3
1992,640384,3
53,660050,3
5033,611523,3
8553,584443,3
6588,599258,3
1719,642719,3
538,654822,3
5713,606151,3
5501,607697,3
4001,621601,3
1484,644624,3
6487,600123,3
8979,581511,3
6358,601116,3
4962,612395,3
7262,593806,3
3560,626369,3
5335,608902,3
8160,587496,3
6038,603501,3
4235,619268,3
6656,598777,3
5901,604620,3
6398,600861,3
8440,585405,3
7301,593407,3
5923,604407,3
468,655366,3
4846,613553,3
5002,611910,3
123,659248,3
707,653163,3
5357,608753,3
823,651788,3
8188,587357,3
5847,605074,3
6004,603728,3
3007,630962,3
5844,605086,3
8773,582889,3
1455,644905,3
7656,591076,3
8356,586104,3
1243,646710,3
4267,619022,3
6919,596539,3
4307,618500,3
7759,590318,3
8000,588546,3
6950,596345,3
8834,582504,3
581,654254,3
8354,586108,3
1059,648872,3
6603,599103,3
4649,615121,3
8484,585016,3
8869,582287,3
7090,595176,3
7917,589061,3
145,659076,3
4326,618341,3
194,658448,3
4373,617817,3
5450,608150,3
7104,594984,3
1924,641040,3
4248,619176,3
6189,602333,3
4590,615754,3
5871,604900,3
2213,638325,3
6938,596440,3
4447,617000,3
7740,590478,3
3157,629691,3
2355,637062,3
803,652023,3
7559,591657,3
1179,647591,3
6351,601158,3
9179,580072,3
5406,608403,3
7047,595608,3
491,655192,3
3154,629721,3
2577,634783,3
3037,630760,3
474,655338,3
7510,591979,3
3765,624095,3
354,656665,3
6446,600562,3
7646,591132,3
7926,589007,3
6055,603364,3
6868,596905,3
6562,599459,3
3833,623366,3
6600,599127,3
5040,611444,3
7871,589435,3
8794,582746,3
8678,583576,3
4254,619142,3
6595,599156,3
8169,587471,3
7542,591760,3
2971,631360,3
5772,605434,3
3100,630139,3
1187,647448,3
7801,590004,3
2496,635762,3
3968,622076,3
501,655134,3
8485,585010,3
7251,593857,3
6724,598213,3
8775,582875,3
7504,592016,3
44,660194,3
3668,625012,3
4183,619761,3
6490,600103,3
5437,608233,3
6914,596572,3
5710,606165,3
1914,641097,3
8549,584471,3
6459,600400,3
8619,583969,3
6481,600191,3
826,651736,3
5305,609135,3
1627,643304,3
6566,599435,3
5542,607416,3
571,654342,3
7668,590977,3
3580,626237,3
6965,596177,3
500,655140,3
2947,631479,3
6813,597477,3
8919,581950,3
4897,612984,3
6655,598778,3
636,653929,3
5134,610582,3
5814,605242,3
8482,585039,3
8524,584622,3
5234,609618,3
4746,614282,3
1082,648488,3
7422,592599,3
7374,592867,3
3231,629217,3
6394,600899,3
5999,603794,3
6759,597984,3
3443,627328,3
4354,617969,3
6777,597873,3
654,653774,3
1208,647113,3
8821,582589,3
6286,601636,3
4621,615473,3
2635,634213,3
9151,580278,3
3982,621870,3
2792,632890,3
7163,594547,3
1854,641523,3
5041,611433,3
8674,583595,3
243,657902,3
5929,604385,3
5424,608302,3
6030,603554,3
6691,598485,3
6731,598171,3
2040,640002,3
7610,591399,3
4937,612658,3
1400,645335,3
3705,624582,3
2455,636120,3
7110,594942,3
927,650484,3
7218,594041,3
7971,588718,3
3128,629915,3
2980,631307,3
6643,598828,3
8558,584408,3
3584,626197,3
275,657480,3
1160,647818,3
2251,637904,3
5247,609537,3
108,659411,3
9111,580531,3
7880,589387,3
6781,597849,3
7713,590682,3
7591,591473,3
5592,607069,3
3719,624449,3
978,649752,3
4576,615883,3
107,659437,3
5955,604174,3
6762,597966,3
7824,589781,3
5679,606470,3
6488,600114,3
6738,598119,3
1159,647829,3
5348,608823,3
7561,591651,3
129,659203,3
9060,580908,3
6364,601089,3
3255,628832,3
6548,599567,3
7709,590700,3
8956,581667,3
5216,609819,3
8501,584805,3
4874,613318,3
5128,610661,3
5069,611201,3
8699,583464,3
1074,648612,3
119,659287,3
5222,609731,3
2855,632278,3
2260,637847,3
7271,593765,3
5756,605617,3
6035,603515,3
5404,608409,3
7843,589611,3
7906,589162,3
8637,583802,3
7382,592807,3
3728,624415,3
6788,597769,3
8095,587985,3
7942,588886,3
5513,607626,3
4410,617482,3
8212,587238,3
4072,620905,3
5224,609706,3
8387,585811,3
1671,643072,3
8422,585544,3
7370,592888,3
8992,581413,3
9168,580158,3
9142,580339,3
6058,603352,3
2740,633361,3
4931,612699,3
5484,607877,3
670,653632,3
3848,623197,3
3247,628918,3
7434,592524,3
7046,595619,3
7185,594377,3
3333,628158,3
6355,601139,3
7494,592160,3
7146,594671,3
2350,637079,2
6465,600329,2
3057,630648,2
5545,607384,2
4599,615704,2
2312,637376,2
7247,593866,2
2701,633800,2
8994,581406,2
4289,618777,2
497,655159,2
8358,586071,2
8457,585343,2
4961,612424,2
291,657318,2
5429,608266,2
6508,599958,2
496,655160,2
2340,637161,2
910,650656,2
6399,600858,2
1448,644961,2
6589,599247,2
5444,608181,2
456,655437,2
7998,588554,2
1443,645024,2
6800,597627,2
6110,602873,2
1441,645035,2
2736,633392,2
8444,585394,2
7604,591425,2
3252,628885,2
6285,601640,2
1392,645378,2
9139,580353,2
1602,643593,2
4755,614218,2
9057,580929,2
5950,604204,2
791,652153,2
9102,580581,2
7720,590620,2
5368,608663,2
7861,589476,2
8170,587458,2
8145,587596,2
4687,614817,2
641,653903,2
8932,581868,2
6208,602193,2
3340,628113,2
6089,603138,2
8613,584024,2
3771,623975,2
5029,611558,2
4083,620768,2
8751,583036,2
8185,587376,2
6217,602090,2
316,657073,2
6448,600547,2
4999,611935,2
4066,621024,2
959,650088,2
8706,583427,2
4100,620627,2
4741,614387,2
329,656939,2
7948,588870,2
5241,609574,2
930,650444,2
4995,611994,2
4011,621492,2
8700,583446,2
7313,593325,2
6690,598501,2
652,653785,2
6467,600317,2
6679,598607,2
8900,582101,2
2232,638028,2
7224,594024,2
6424,600699,2
7923,589033,2
6392,600913,2
7393,592749,2
6790,597749,2
7654,591094,2
1921,641062,2
239,657951,2
1389,645386,2
2949,631473,2
9078,580763,2
6716,598294,2
6042,603465,2
3548,626478,2
6607,599079,2
1357,645659,2
6765,597954,2
3689,624732,2
3776,623936,2
8800,582718,2
1607,643534,2
3002,631018,2
8875,582225,2
5121,610684,2
8820,582600,2
9073,580780,2
7999,588553,2
5867,604919,2
4709,614630,2
5150,610456,2
6561,599463,2
6521,599738,2
6634,598894,2
2321,637265,2
7555,591682,2
342,656778,2
7946,588876,2
8486,584995,2
7788,590108,2
5912,604494,2
3191,629464,2
4876,613275,2
7659,591065,2
2779,632984,2
6518,599856,2
1596,643643,2
362,656576,2
6955,596284,2
8235,587045,2
3202,629390,2
2323,637256,2
2167,639019,2
3224,629251,2
5200,609999,2
2759,633143,2
7351,593051,2
2859,632244,2
6406,600800,2
2825,632641,2
8829,582550,2
9163,580192,2
4932,612698,2
2431,636348,2
1516,644221,2
6225,601981,2
773,652462,2
6524,599715,2
8140,587667,2
9010,581287,2
3306,628419,2
5103,610888,2
8369,585939,2
5935,604321,2
2909,631747,2
3588,626180,2
579,654278,2
7601,591435,2
5209,609871,2
5333,608909,2
7233,593968,2
1183,647539,2
5663,606552,2
6214,602101,2
7294,593446,2
2883,632028,2
5528,607498,2
4053,621168,2
4177,619819,2
6079,603182,2
7198,594222,2
5117,610757,2
6517,599857,2
8718,583333,2
7622,591333,2
8136,587702,2
7643,591151,2
6284,601642,2
2906,631766,2
2863,632233,2
5645,606664,2
4385,617721,2
5998,603796,2
9200,579890,2
6445,600577,2
8780,582852,2
8715,583368,2
8802,582700,2
2045,639895,2
4344,618102,2
6956,596283,2
5351,608807,2
6876,596816,2
976,649774,2
7027,595739,2
7560,591654,2
7373,592869,2
756,652616,2
6880,596798,2
8548,584475,2
5287,609210,2
6746,598071,2
8815,582619,2
6043,603462,2
125,659241,2
2691,633876,2
1194,647300,2
7318,593305,2
9193,579926,2
4153,620170,2
6141,602678,2
100,659492,2
7569,591603,2
8575,584303,2
886,651023,2
786,652194,2
1109,648146,2
8016,588369,2
422,655899,2
7223,594029,2
136,659142,2
8231,587079,2
4052,621178,2
7143,594696,2
6682,598580,2
1489,644512,2
5420,608316,2
7475,592316,2
690,653444,2
2833,632455,2
6525,599707,2
5876,604873,2
1122,648015,2
2557,634960,2
3351,628038,2
6228,601969,2
8848,582386,2
2225,638158,2
9088,580707,2
528,654934,2
9223,579755,2
7771,590239,2
1531,644122,2
7951,588857,2
9082,580732,2
5578,607149,2
7944,588879,2
1889,641258,2
4640,615265,2
2076,639580,2
8626,583921,2
7973,588711,2
7488,592207,2
1002,649426,2
7855,589528,2
7896,589287,2
8707,583421,2
5203,609920,2
2616,634422,2
7179,594406,2
849,651531,2
8311,586388,2
3516,626825,2
8506,584760,2
8488,584936,2
3860,623095,2
7241,593913,2
7586,591521,2
1781,642090,2
9181,580027,2
1699,642875,2
4754,614219,2
6772,597906,2
4888,613087,2
312,657117,2
2218,638283,2
9000,581358,2
906,650743,2
201,658353,2
8497,584840,2
8289,586595,2
5178,610208,2
5445,608175,2
3527,626734,2
8633,583824,2
8378,585868,2
6359,601110,2
8529,584599,2
3994,621698,2
8770,582917,2
8003,588514,2
2958,631420,2
3058,630630,2
7388,592783,2
2993,631150,2
806,651975,2
126,659238,2
1741,642439,2
8148,587569,2
6695,598461,2
5310,609095,2
439,655661,2
595,654184,2
5244,609557,2
1252,646617,2
4095,620635,2
6857,597161,2
7571,591598,2
8647,583741,2
526,654955,2
2885,631995,2
7221,594035,2
8318,586353,2
3391,627692,2
2046,639881,2
4981,612134,2
8446,585388,2
5218,609801,2
4522,616332,2
234,658011,2
8126,587795,2
4041,621254,2
7808,589941,2
8046,588139,2
8264,586776,2
8491,584908,2
7704,590729,2
1,660728,2
2983,631277,2
1038,649130,2
409,656096,1
6915,596565,1
6436,600627,1
1282,646370,1
4514,616421,1
3206,629371,1
246,657882,1
4202,619533,1
3863,623084,1
7778,590171,1
2017,640133,1
6209,602170,1
883,651060,1
297,657267,1
3744,624317,1
9129,580407,1
8636,583809,1
42,660215,1
6401,600832,1
6922,596523,1
5471,608009,1
8001,588534,1
3418,627523,1
2366,636950,1
6469,600301,1
6657,598771,1
7283,593560,1
5323,609002,1
166,658773,1
7134,594758,1
3579,626252,1
3322,628304,1
863,651339,1
9212,579830,1
3697,624679,1
2749,633260,1
542,654712,1
5811,605251,1
2981,631306,1
4077,620813,1
2682,633921,1
1662,643157,1
587,654175,1
9123,580429,1
4563,615968,1
4557,616018,1
7807,589943,1
4626,615452,1
6573,599383,1
2898,631837,1
3011,630936,1
1273,646448,1
771,652477,1
7321,593282,1
7115,594919,1
1959,640642,1
5761,605583,1
7213,594072,1
5504,607688,1
3297,628456,1
6059,603338,1
247,657879,1
8868,582295,1
981,649712,1
2419,636449,1
1253,646577,1
414,656031,1
6206,602204,1
4332,618270,1
5318,609024,1
425,655798,1
8777,582870,1
7608,591415,1
8121,587836,1
2903,631782,1
4823,613698,1
6083,603162,1
602,654191,1
8569,584340,1
628,653985,1
7530,591826,1
3059,630628,1
2211,638356,1
7357,593014,1
2766,633114,1
4431,617213,1
4806,613861,1
282,657421,1
6936,596447,1
898,650862,1
5595,607059,1
1081,648494,1
2288,637611,1
2919,631665,1
5624,606827,1
5734,605829,1
3782,623832,1
2572,634843,1
4848,613544,1
4659,615031,1
5564,607266,1
197,658421,1
594,654183,1
2349,637105,1
23,660461,1
3174,629595,1
5257,609462,1
8127,587786,1
2814,632763,1
229,658063,1
4760,614202,1
5900,604622,1
3375,627793,1
4936,612669,1
5618,606886,1
8614,584023,1
6637,598887,1
4287,618807,1
6022,603600,1
5567,607239,1
1461,644871,1
2628,634263,1
1077,648540,1
8858,582334,1
2698,633825,1
4283,618845,1
6779,597857,1
3490,626996,1
5153,610437,1
5132,610601,1
4294,618705,1
325,656976,1
8550,584464,1
1428,645154,1
1315,646014,1
1904,641140,1
7315,593314,1
7286,593551,1
6935,596450,1
71,659820,1
417,655953,1
5928,604390,1
2412,636547,1
2335,637183,1
6106,602920,1
3067,630564,1
2304,637414,1
6224,601982,1
6081,603167,1
2838,632428,1
712,653091,1
336,656875,1
1626,643320,1
4201,619534,1
7331,593169,1
2602,634607,1
1201,647199,1
2284,637647,1
2150,639147,1
1977,640494,1
1156,647894,1
3203,629389,1
7322,593260,1
6476,600228,1
6000,603777,1
1922,641056,1
758,652594,1
1185,647504,1
4120,620468,1
7632,591233,1
7932,588992,1
2848,632358,1
4567,615950,1
4391,617676,1
4260,619066,1
4713,614607,1
7386,592786,1
2038,640009,1
7284,593559,1
6545,599576,1
6339,601249,1
2861,632239,1
3644,625453,1
2640,634127,1
4175,619846,1
6233,601944,1
6086,603154,1
4945,612598,1
7147,594655,1
1635,643274,1
2730,633453,1
1497,644410,1
7502,592040,1
7381,592812,1
871,651262,1
2563,634882,1
2437,636274,1
4346,618074,1
6574,599367,1
311,657123,1
1361,645629,1
5863,604965,1
3690,624728,1
5888,604739,1
7634,591225,1
209,658278,1
8671,583612,1
5115,610776,1
5593,607067,1
5607,606970,1
4276,618943,1
7754,590357,1
3954,622180,1
3706,624575,1
766,652525,1
1868,641424,1
61,659925,1
2607,634536,1
3397,627637,1
8698,583471,1
7819,589816,1
4381,617750,1
4730,614508,1
6068,603283,1
3752,624208,1
296,657295,1
8532,584579,1
4650,615108,1
9175,580094,1
8272,586705,1
7332,593130,1
2732,633443,1
6289,601619,1
8611,584032,1
6686,598522,1
6451,600511,1
2003,640266,1
2647,634083,1
412,656049,1
916,650609,1
4558,616009,1
5255,609465,1
7865,589453,1
5396,608449,1
1101,648243,1
1291,646329,1
2702,633795,1
2771,633061,1
1697,642886,1
1684,642986,1
4870,613339,1
3593,626068,1
6098,603015,1
8350,586139,1
167,658766,1
8462,585301,1
601,654190,1
2466,635999,1
9131,580403,1
3263,628706,1
2637,634175,1
9204,579883,1
5215,609826,1
4372,617833,1
5893,604710,1
8935,581851,1
5088,611068,1
3741,624326,1
5118,610749,1
8618,583972,1
7379,592835,1
221,658188,1
5475,607965,1
1144,647995,1
2717,633608,1
4007,621535,1
6875,596830,1
6605,599085,1
244,657899,1
5136,610568,1
3806,623554,1
3109,630042,1
6304,601521,1
6780,597853,1
7961,588797,1
8717,583340,1
5948,604207,1
2253,637899,1
4552,616047,1
5110,610800,1
8606,584061,1
3662,625137,1
418,655949,1
4866,613378,1
115,659357,1
1837,641647,1
2905,631767,1
5261,609431,1
5594,607066,1
3853,623158,1
387,656382,1
451,655497,1
597,654186,1
5507,607656,1
8573,584323,1
3818,623467,1
8603,584084,1
9157,580250,1
2462,636054,1
1640,643279,1
8307,586401,1
711,653104,1
3356,627999,1
869,651277,1
281,657423,1
2185,638761,1
1606,643545,1
5321,609012,1
4280,618896,1
6949,596348,1
8766,582938,1
8940,581802,1
1841,641623,1
5778,605375,1
1937,640921,1
2795,632870,1
2613,634474,1
2669,633990,1
912,650654,1
8291,586577,1
5496,607745,1
2663,634019,1
1505,644286,1
8739,583130,1
2432,636345,1
4128,620405,1
2000,640308,1
6606,599082,1
6726,598209,1
228,658070,1
589,654177,1
3380,627769,1
1501,644343,1
